  band1_sur0.67   band2_RAC0.86     NDVI      S_angle      band3_sur0.47 band2_sur(NOTUSE)   Land_type
    0.19720000    0.25894300    0.29702900    2.12545000    0.08550000    0.27550000   10.00000000
    0.18840000    0.25094000    0.30777600    2.11829000    0.07820000    0.26750000   10.00000000
    0.19110000    0.24539100    0.28899400    2.12466000    0.07990000    0.26100000   10.00000000
    0.17870000    0.22984700    0.29541100    2.11774000    0.07610000    0.24520000   10.00000000
    0.18100000    0.22897100    0.28717500    2.12386000    0.07360000    0.24430000   10.00000000
    0.18310000    0.24148900    0.30922700    2.11669000    0.07640000    0.25760000   10.00000000
    0.15760000    0.19391900    0.28559800    2.12334000    0.06650000    0.20810000   10.00000000
    0.17340000    0.20288800    0.25568800    2.11611000    0.07720000    0.21740000   10.00000000
    0.19640000    0.23354800    0.25305300    2.12271000    0.07910000    0.24910000   10.00000000
    0.19380000    0.24561300    0.28340100    2.11555000    0.07440000    0.26220000   10.00000000
    0.22910000    0.29688100    0.28067200    2.12210000    0.08890000    0.31570000   10.00000000
    0.21660000    0.27318800    0.27018600    2.12920000    0.08890000    0.29010000   10.00000000
    0.18860000    0.25980800    0.32588100    2.12184000    0.07960000    0.27650000   10.00000000
    0.19300000    0.26484900    0.32161700    2.12858000    0.08270000    0.28150000   10.00000000
    0.19780000    0.26691100    0.31215600    2.12121000    0.08300000    0.28370000   10.00000000
    0.21030000    0.27966500    0.29770900    2.12782000    0.08470000    0.29660000   10.00000000
    0.23280000    0.28453400    0.25282000    2.12061000    0.09900000    0.30290000   10.00000000
    0.17910000    0.23584200    0.30605900    2.11257000    0.08530000    0.25110000   10.00000000
    0.17250000    0.22816000    0.31016500    2.11894000    0.08160000    0.24370000   10.00000000
    0.15510000    0.22457200    0.36201700    2.11164000    0.07090000    0.23970000   10.00000000
    0.19530000    0.26450100    0.31223800    2.11974000    0.08890000    0.28060000   10.00000000
    0.15080000    0.20885900    0.35100600    2.11097000    0.07070000    0.22370000   10.00000000
    0.20470000    0.26393200    0.28670400    2.11899000    0.09090000    0.28060000   10.00000000
    0.14870000    0.22010500    0.37668400    2.11043000    0.06650000    0.23500000   10.00000000
    0.13120000    0.19767600    0.39803700    2.11834000    0.05730000    0.21210000   10.00000000
    0.17450000    0.26054800    0.36550200    2.10986000    0.07260000    0.27770000   10.00000000
    0.18330000    0.24516700    0.31450600    2.12417000    0.07770000    0.26120000   10.00000000
    0.18330000    0.23899700    0.30038300    2.11697000    0.07390000    0.25530000   10.00000000
    0.19030000    0.23481100    0.26746800    2.12492000    0.08060000    0.25170000   10.00000000
    0.21250000    0.26309200    0.26516100    2.11628000    0.08890000    0.28040000   10.00000000
    0.15000000    0.18313000    0.28943900    2.12428000    0.06390000    0.19700000   10.00000000
    0.14470000    0.19186000    0.33204000    2.11564000    0.06020000    0.20600000   10.00000000
    0.18530000    0.23707300    0.29068000    2.12372000    0.07560000    0.25300000   10.00000000
    0.19650000    0.23192800    0.25888500    2.11639000    0.08630000    0.25130000   10.00000000
    0.20290000    0.23780100    0.24221200    2.12266000    0.08700000    0.25400000   10.00000000
    0.20630000    0.25937800    0.27607400    2.11557000    0.08170000    0.27680000   10.00000000
    0.22750000    0.28697900    0.26874700    2.12211000    0.09300000    0.30620000   10.00000000
    0.23290000    0.30248500    0.27899600    2.11484000    0.09810000    0.32020000   10.00000000
    0.21520000    0.27713400    0.28275300    2.12149000    0.08920000    0.29500000   10.00000000
    0.23260000    0.29041200    0.26194800    2.12939000    0.09340000    0.30790000   10.00000000
    0.19270000    0.27102400    0.33066900    2.12090000    0.07630000    0.28770000   10.00000000
    0.21700000    0.27497800    0.27368800    2.12836000    0.09550000    0.29240000   10.00000000
    0.21130000    0.27256900    0.28543600    2.12120000    0.08560000    0.29040000   10.00000000
    0.23780000    0.29925700    0.26435600    2.12778000    0.09340000    0.31690000   10.00000000
    0.21900000    0.28365900    0.28288900    2.12061000    0.08770000    0.30060000   10.00000000
    0.22980000    0.27800800    0.24968900    2.11997000    0.09450000    0.29610000   10.00000000
    0.23270000    0.26601100    0.22101100    2.12607000    0.10100000    0.28390000   10.00000000
    0.19930000    0.24453600    0.26549300    2.11891000    0.09080000    0.26130000   10.00000000
    0.17510000    0.22861600    0.30316000    2.11267000    0.08280000    0.24420000   10.00000000
    0.16860000    0.23094800    0.32968400    2.11931000    0.07810000    0.24590000   10.00000000
    0.14590000    0.21239500    0.37077700    2.11213000    0.06660000    0.22700000   10.00000000
    0.17610000    0.24509400    0.33619000    2.11867000    0.07950000    0.26100000   10.00000000
    0.18730000    0.24499900    0.29900400    2.11136000    0.09130000    0.26140000   10.00000000
    0.14810000    0.20686600    0.35237800    2.11076000    0.07280000    0.22120000   10.00000000
    0.15970000    0.23410000    0.36594500    2.11705000    0.06820000    0.25000000   10.00000000
    0.17990000    0.26928500    0.36465600    2.10989000    0.07580000    0.28680000   10.00000000
    0.15900000    0.21482800    0.32791100    2.11785000    0.06900000    0.22980000   10.00000000
    0.17650000    0.23303600    0.31025800    2.10919000    0.07700000    0.24900000   10.00000000
    0.20330000    0.24505100    0.25303800    2.11726000    0.08800000    0.26280000   10.00000000
    0.18310000    0.22299200    0.26886700    2.12384000    0.07810000    0.23840000   10.00000000
    0.16850000    0.20668700    0.27688600    2.11664000    0.07060000    0.22150000   10.00000000
    0.19600000    0.23209100    0.25185800    2.12277000    0.09110000    0.24780000   10.00000000
    0.16650000    0.19965700    0.27075100    2.11565000    0.07100000    0.21440000   10.00000000
    0.16220000    0.20984900    0.30586900    2.12356000    0.06710000    0.22480000   10.00000000
    0.20370000    0.23766700    0.25051500    2.11509000    0.08540000    0.25740000   10.00000000
    0.19970000    0.24193000    0.26011800    2.12293000    0.08410000    0.25840000   10.00000000
    0.19670000    0.26041600    0.30218300    2.11438000    0.07870000    0.27780000   10.00000000
    0.20920000    0.26427700    0.27540000    2.12238000    0.08840000    0.28180000   10.00000000
    0.22710000    0.27040200    0.24192200    2.11340000    0.09290000    0.28850000   10.00000000
    0.22700000    0.27918400    0.25712500    2.12129000    0.09510000    0.29630000   10.00000000
    0.20650000    0.27023200    0.29377500    2.12803000    0.08660000    0.28710000   10.00000000
    0.19280000    0.25933000    0.31012800    2.12071000    0.07820000    0.27660000   10.00000000
    0.22170000    0.28682900    0.28270200    2.12873000    0.08910000    0.30410000   10.00000000
    0.21920000    0.28152200    0.27947000    2.12007000    0.08750000    0.29860000   10.00000000
    0.21200000    0.27889600    0.29379300    2.12772000    0.08560000    0.29650000   10.00000000
    0.20220000    0.26089200    0.28793000    2.11950000    0.08060000    0.27730000   10.00000000
    0.21860000    0.27821100    0.27589500    2.12704000    0.09060000    0.29500000   10.00000000
    0.22600000    0.28051900    0.26094100    2.11972000    0.09400000    0.29760000   10.00000000
    0.25900000    0.29673600    0.21550800    2.12643000    0.11390000    0.31550000   10.00000000
    0.17990000    0.22202400    0.27893700    2.11912000    0.08040000    0.23760000   10.00000000
    0.15260000    0.20721100    0.33573700    2.10555000    0.07870000    0.22190000   10.00000000
    0.14980000    0.21616200    0.36952400    2.11223000    0.07150000    0.23110000   10.00000000
    0.17410000    0.23408400    0.31882500    2.10442000    0.08000000    0.24980000   10.00000000
    0.17700000    0.24467700    0.32931000    2.11101000    0.08240000    0.26100000   10.00000000
    0.16150000    0.22476700    0.34535300    2.11854000    0.07300000    0.24000000   10.00000000
    0.16170000    0.22994100    0.35177900    2.11134000    0.07310000    0.24500000   10.00000000
    0.14380000    0.20031200    0.35453100    2.11081000    0.07220000    0.21480000   10.00000000
    0.16620000    0.24440600    0.36344700    2.11735000    0.07050000    0.26060000   10.00000000
    0.16420000    0.23139500    0.34248500    2.11016000    0.06870000    0.24740000   10.00000000
    0.17280000    0.22710900    0.30953000    2.11674000    0.07580000    0.24280000   10.00000000
    0.17500000    0.22522100    0.29719300    2.10959000    0.07620000    0.24090000   10.00000000
    0.18070000    0.22341300    0.27774300    2.11575000    0.07800000    0.23910000   10.00000000
    0.15920000    0.21204500    0.32059600    2.10857000    0.06600000    0.22710000   10.00000000
    0.15980000    0.21142700    0.31591400    2.11649000    0.06730000    0.22640000   10.00000000
    0.17970000    0.22182500    0.27712000    2.12322000    0.07780000    0.23750000   10.00000000
    0.19920000    0.25368200    0.28271000    2.11591000    0.08480000    0.27040000   10.00000000
    0.18330000    0.21955300    0.25916300    2.12251000    0.08580000    0.23530000   10.00000000
    0.19850000    0.25078600    0.28272000    2.11531000    0.08870000    0.26820000   10.00000000
    0.19940000    0.24921600    0.27321300    2.12157000    0.08450000    0.26610000   10.00000000
    0.18660000    0.24620700    0.30908300    2.11420000    0.07700000    0.26390000   10.00000000
    0.21900000    0.27889300    0.27477200    2.12100000    0.09400000    0.29620000   10.00000000
    0.22780000    0.27252600    0.24330700    2.11362000    0.09220000    0.28980000   10.00000000
    0.22500000    0.27886700    0.25975300    2.12165000    0.08990000    0.29570000   10.00000000
    0.18710000    0.25386700    0.31741500    2.11303000    0.07560000    0.27010000   10.00000000
    0.22070000    0.28363200    0.28009900    2.12091000    0.08670000    0.30090000   10.00000000
    0.20710000    0.26387300    0.28010100    2.12651000    0.08490000    0.28130000   10.00000000
    0.21510000    0.26946500    0.27070500    2.11940000    0.08450000    0.28690000   10.00000000
    0.22240000    0.27856000    0.26591500    2.12724000    0.09200000    0.29540000   10.00000000
    0.23020000    0.28313300    0.25685900    2.11858000    0.09720000    0.30040000   10.00000000
    0.20990000    0.26139000    0.26824900    2.12617000    0.08840000    0.27770000   10.00000000
    0.19510000    0.23332100    0.27774700    2.14119000    0.08180000    0.25780000   10.00000000
    0.17830000    0.22041400    0.28262600    2.14801000    0.07890000    0.23700000   10.00000000
    0.14480000    0.20513200    0.36565300    2.10452000    0.07450000    0.21960000   10.00000000
    0.15170000    0.21962900    0.37069600    2.11251000    0.07350000    0.23470000   10.00000000
    0.17750000    0.24076400    0.32509700    2.10529000    0.08290000    0.25660000   10.00000000
    0.17150000    0.24565000    0.35194400    2.11186000    0.07830000    0.26150000   10.00000000
    0.17740000    0.25323200    0.34723000    2.10434000    0.07690000    0.26950000   10.00000000
    0.14870000    0.20572000    0.34709800    2.11088000    0.06890000    0.22050000   10.00000000
    0.16250000    0.22553800    0.34399300    2.11768000    0.07570000    0.24080000   10.00000000
    0.14780000    0.22540000    0.39410600    2.11029000    0.06800000    0.24070000   10.00000000
    0.18760000    0.26019900    0.32655300    2.11842000    0.08470000    0.27720000   10.00000000
    0.15670000    0.21949400    0.34306600    2.10973000    0.06750000    0.23510000   10.00000000
    0.15710000    0.21566400    0.33623800    2.11763000    0.06940000    0.23080000   10.00000000
    0.16230000    0.22045500    0.32750800    2.11042000    0.07240000    0.23590000   10.00000000
    0.14920000    0.21010500    0.35242200    2.11680000    0.06470000    0.22490000   10.00000000
    0.17080000    0.21923000    0.30008800    2.10945000    0.07870000    0.23470000   10.00000000
    0.17560000    0.23261700    0.31107600    2.11613000    0.07880000    0.24800000   10.00000000
    0.17930000    0.23027900    0.29379100    2.11559000    0.07750000    0.24640000   10.00000000
    0.17840000    0.22202600    0.28337500    2.10796000    0.07650000    0.23780000   10.00000000
    0.18200000    0.21887900    0.26378800    2.11447000    0.07890000    0.23380000   10.00000000
    0.16330000    0.20704400    0.29833800    2.12246000    0.07160000    0.22150000   10.00000000
    0.20510000    0.24905100    0.26205100    2.11526000    0.09880000    0.26610000   10.00000000
    0.20650000    0.27020400    0.29168200    2.12177000    0.08750000    0.28690000   10.00000000
    0.21940000    0.27224800    0.26418600    2.11465000    0.09180000    0.29000000   10.00000000
    0.22930000    0.27038600    0.23544800    2.12120000    0.09570000    0.28700000   10.00000000
    0.22650000    0.26922600    0.24019700    2.12011000    0.08850000    0.28600000   10.00000000
    0.20240000    0.24375800    0.25803800    2.11291000    0.08080000    0.26060000   10.00000000
    0.20330000    0.26716000    0.29739700    2.11951000    0.08120000    0.28480000   10.00000000
    0.20860000    0.27094600    0.28994500    2.11231000    0.08080000    0.28870000   10.00000000
    0.21290000    0.27812800    0.28954200    2.12638000    0.08440000    0.29520000   10.00000000
    0.23630000    0.29610400    0.26397200    2.11913000    0.09410000    0.31460000   10.00000000
    0.17000000    0.20880200    0.29781900    2.14722000    0.07340000    0.22790000   10.00000000
    0.17240000    0.21813300    0.29458300    2.14027000    0.07030000    0.23460000   10.00000000
    0.18200000    0.23124300    0.30333000    2.14568000    0.08030000    0.25060000   10.00000000
    0.19120000    0.24155400    0.30046900    2.13868000    0.08060000    0.26370000   10.00000000
    0.17020000    0.21683500    0.32375000    2.14465000    0.07100000    0.24290000   10.00000000
    0.14170000    0.19286700    0.35164000    2.10482000    0.07310000    0.20710000   10.00000000
    0.15060000    0.21149100    0.35792500    2.11118000    0.07250000    0.22640000   10.00000000
    0.16730000    0.23934300    0.35455500    2.10380000    0.07620000    0.25510000   10.00000000
    0.17770000    0.24194500    0.32280200    2.11130000    0.08240000    0.25790000   10.00000000
    0.15150000    0.22371200    0.37371700    2.10265000    0.06860000    0.23880000   10.00000000
    0.13310000    0.18490800    0.36497700    2.11067000    0.06230000    0.19860000   10.00000000
    0.16320000    0.23549300    0.36009100    2.11687000    0.07350000    0.25130000   10.00000000
    0.17110000    0.23546600    0.32803600    2.10974000    0.07540000    0.25190000   10.00000000
    0.17310000    0.23543900    0.32209900    2.11626000    0.07690000    0.25180000   10.00000000
    0.16510000    0.22983800    0.33997200    2.10908000    0.07290000    0.24530000   10.00000000
    0.16140000    0.22492400    0.34114200    2.11704000    0.07210000    0.24060000   10.00000000
    0.14780000    0.20564200    0.34910500    2.10849000    0.06740000    0.22040000   10.00000000
    0.19810000    0.24628300    0.27142000    2.11540000    0.08990000    0.26340000   10.00000000
    0.20390000    0.24802900    0.25994200    2.10819000    0.08700000    0.26490000   10.00000000
    0.18640000    0.23203600    0.27789300    2.11471000    0.08560000    0.24770000   10.00000000
    0.14880000    0.20282400    0.34121700    2.10759000    0.06300000    0.21770000   10.00000000
    0.20510000    0.26833500    0.29374600    2.11414000    0.08840000    0.28520000   10.00000000
    0.18410000    0.25673000    0.33120700    2.12172000    0.07480000    0.27410000   10.00000000
    0.18920000    0.23295700    0.27134200    2.11300000    0.07820000    0.24910000   10.00000000
    0.22700000    0.26392800    0.23081100    2.12027000    0.09130000    0.28160000   10.00000000
    0.20800000    0.24939900    0.25185600    2.11312000    0.08540000    0.26670000   10.00000000
    0.21130000    0.26501900    0.27117400    2.11943000    0.09080000    0.28150000   10.00000000
    0.21690000    0.27628600    0.27855800    2.11208000    0.08570000    0.29430000   10.00000000
    0.22920000    0.29249600    0.27438600    2.11870000    0.09070000    0.31110000   10.00000000
    0.21710000    0.27252700    0.26964900    2.11145000    0.08790000    0.28930000   10.00000000
    0.19560000    0.24519500    0.28080000    2.14627000    0.07680000    0.26240000   10.00000000
    0.16710000    0.21389000    0.32289100    2.14466000    0.07000000    0.23580000   10.00000000
    0.20830000    0.25730800    0.26829300    2.13774000    0.08590000    0.27460000   10.00000000
    0.18390000    0.22746000    0.30156800    2.14306000    0.07230000    0.25270000   10.00000000
    0.17200000    0.21312900    0.29060600    2.13614000    0.07540000    0.23170000   10.00000000
    0.18170000    0.24880000    0.32615700    2.10985000    0.07980000    0.26500000   10.00000000
    0.21430000    0.26598400    0.26432100    2.10267000    0.09730000    0.28620000   10.00000000
    0.15960000    0.21539200    0.33352400    2.11053000    0.07880000    0.23050000   10.00000000
    0.16080000    0.24333200    0.38375400    2.10205000    0.07060000    0.25940000   10.00000000
    0.15800000    0.22718200    0.35839900    2.10998000    0.07100000    0.24250000   10.00000000
    0.15930000    0.23217500    0.36330600    2.11646000    0.06970000    0.24780000   10.00000000
    0.18640000    0.25915800    0.32679800    2.10932000    0.08040000    0.27680000   10.00000000
    0.16050000    0.23291000    0.36019400    2.11564000    0.07110000    0.24890000   10.00000000
    0.17540000    0.24365500    0.33179600    2.10827000    0.07840000    0.26030000   10.00000000
    0.20380000    0.28123200    0.31784400    2.11556000    0.09060000    0.29900000   10.00000000
    0.19390000    0.23733500    0.26770500    2.10706000    0.08520000    0.25330000   10.00000000
    0.18110000    0.23680700    0.30441800    2.11468000    0.07720000    0.25320000   10.00000000
    0.16300000    0.22029700    0.33005900    2.10595000    0.07100000    0.23610000   10.00000000
    0.21190000    0.27364600    0.28479200    2.11408000    0.08860000    0.29180000   10.00000000
    0.21340000    0.28364900    0.29849000    2.12057000    0.08930000    0.30220000   10.00000000
    0.18970000    0.23089800    0.26964300    2.11320000    0.08280000    0.24780000   10.00000000
    0.20450000    0.24772800    0.25912300    2.12017000    0.08660000    0.26460000   10.00000000
    0.23430000    0.29586200    0.26745500    2.11890000    0.09160000    0.31410000   10.00000000
    0.21040000    0.26353600    0.27359900    2.11130000    0.08270000    0.28110000   10.00000000
    0.22910000    0.26612500    0.23045400    2.14045000    0.11460000    0.28310000   10.00000000
    0.12650000    0.15891100    0.33689200    2.13195000    0.06040000    0.17260000   10.00000000
    0.18190000    0.22500300    0.29504700    2.14369000    0.07620000    0.24640000   10.00000000
    0.19000000    0.24067900    0.29964600    2.13653000    0.07820000    0.26150000   10.00000000
    0.16700000    0.21837500    0.31159700    2.14207000    0.06430000    0.23500000   10.00000000
    0.17790000    0.21565400    0.29489700    2.13492000    0.07730000    0.23960000   10.00000000
    0.16560000    0.20766000    0.31684800    2.14101000    0.07300000    0.23120000   10.00000000
    0.17840000    0.21657500    0.29066500    2.13325000    0.08000000    0.23920000   10.00000000
    0.21320000    0.27814200    0.28881500    2.11009000    0.09040000    0.29740000   10.00000000
    0.18040000    0.24359200    0.31604600    2.10943000    0.08640000    0.26030000   10.00000000
    0.17250000    0.24864400    0.35380900    2.10223000    0.07680000    0.26470000   10.00000000
    0.15410000    0.22351800    0.36495100    2.10859000    0.06840000    0.23860000   10.00000000
    0.16870000    0.24071200    0.34630300    2.10121000    0.07280000    0.25800000   10.00000000
    0.17060000    0.24494500    0.35069700    2.10931000    0.07250000    0.26090000   10.00000000
    0.16170000    0.22857600    0.34870700    2.11580000    0.07150000    0.24460000   10.00000000
    0.16970000    0.24781400    0.35939000    2.10864000    0.07390000    0.26480000   10.00000000
    0.19840000    0.26337500    0.30303100    2.11410000    0.08920000    0.28080000   10.00000000
    0.18550000    0.25778800    0.32942000    2.10703000    0.08000000    0.27410000   10.00000000
    0.18750000    0.23557200    0.28084200    2.11349000    0.07970000    0.25220000   10.00000000
    0.16770000    0.21129700    0.29063700    2.10637000    0.07290000    0.22680000   10.00000000
    0.18530000    0.25235000    0.31861900    2.11425000    0.07840000    0.27010000   10.00000000
    0.22430000    0.27927700    0.26552600    2.10527000    0.09840000    0.29750000   10.00000000
    0.19200000    0.23506800    0.27056100    2.11310000    0.09250000    0.25110000   10.00000000
    0.22450000    0.28169800    0.26691600    2.11858000    0.08740000    0.29890000   10.00000000
    0.21060000    0.27057500    0.29015700    2.11012000    0.08170000    0.29040000   10.00000000
    0.17360000    0.23150500    0.32416900    2.13824000    0.08500000    0.24780000   10.00000000
    0.12890000    0.14092400    0.27204500    2.13123000    0.06260000    0.15410000   10.00000000
    0.16820000    0.21809000    0.32680700    2.14251000    0.07190000    0.23950000   10.00000000
    0.16280000    0.20873800    0.32568600    2.13428000    0.06800000    0.22950000   10.00000000
    0.18920000    0.23244900    0.27881700    2.14087000    0.07300000    0.25140000   10.00000000
    0.16780000    0.20497600    0.30559000    2.13266000    0.06570000    0.22960000   10.00000000
    0.17600000    0.21149400    0.29235900    2.13933000    0.07660000    0.23570000   10.00000000
    0.17340000    0.21210700    0.30142300    2.13224000    0.07700000    0.23610000   10.00000000
    0.20110000    0.25076700    0.29229000    2.13061000    0.08310000    0.27550000   10.00000000
    0.18600000    0.23529900    0.28487300    2.11105000    0.08760000    0.25150000   10.00000000
    0.17960000    0.24699600    0.32705600    2.10233000    0.07970000    0.26270000   10.00000000
    0.18690000    0.25151300    0.31287300    2.10941000    0.08330000    0.26770000   10.00000000
    0.17810000    0.25123800    0.33883500    2.10225000    0.07950000    0.26730000   10.00000000
    0.14350000    0.21182900    0.37968900    2.10879000    0.06290000    0.22710000   10.00000000
    0.16980000    0.24714000    0.35807700    2.10163000    0.07330000    0.26410000   10.00000000
    0.18640000    0.27125400    0.34864900    2.10811000    0.07740000    0.28800000   10.00000000
    0.21480000    0.27743100    0.28377800    2.11431000    0.09860000    0.29570000   10.00000000
    0.18590000    0.27031500    0.35079600    2.10716000    0.08270000    0.28720000   10.00000000
    0.18240000    0.24376700    0.31258800    2.11340000    0.07870000    0.26050000   10.00000000
    0.19920000    0.24617500    0.27011400    2.10609000    0.08510000    0.26310000   10.00000000
    0.21990000    0.27805500    0.27749900    2.11712000    0.08540000    0.29820000   10.00000000
    0.21940000    0.26690700    0.25520700    2.10999000    0.08990000    0.28400000   10.00000000
    0.18190000    0.21421400    0.27924200    2.14128000    0.07750000    0.23770000   10.00000000
    0.18720000    0.22295800    0.27973500    2.13414000    0.08330000    0.24610000   10.00000000
    0.16890000    0.21739300    0.31876400    2.14084000    0.07730000    0.23660000   10.00000000
    0.17880000    0.22287800    0.30076800    2.13264000    0.08090000    0.24370000   10.00000000
    0.17770000    0.22141300    0.30383500    2.13983000    0.07500000    0.24400000   10.00000000
    0.16930000    0.20417300    0.29838600    2.13144000    0.06990000    0.22830000   10.00000000
    0.17010000    0.20920300    0.28148400    2.13812000    0.07390000    0.22540000   10.00000000
    0.17800000    0.20975400    0.26429500    2.12995000    0.07930000    0.22830000   10.00000000
    0.12910000    0.15550800    0.30205100    2.13765000    0.05460000    0.16880000   10.00000000
    0.10560000    0.17135400    0.44544500    2.08595000    0.05150000    0.18460000   10.00000000
    0.19480000    0.26302000    0.31153300    2.10948000    0.08990000    0.27970000   10.00000000
    0.18440000    0.25664100    0.33014600    2.10233000    0.08290000    0.27380000   10.00000000
    0.17700000    0.24590100    0.33070000    2.10959000    0.07710000    0.26270000   10.00000000
    0.21590000    0.27058600    0.27003400    2.11426000    0.09960000    0.28910000   10.00000000
    0.19050000    0.25847600    0.31582400    2.10556000    0.08400000    0.27510000   10.00000000
    0.21750000    0.28078800    0.28267500    2.11723000    0.08810000    0.29800000   10.00000000
    0.21020000    0.25158900    0.25138000    2.11007000    0.08480000    0.26870000   10.00000000
    0.18250000    0.21482300    0.27536700    2.13312000    0.08350000    0.23670000   10.00000000
    0.16640000    0.20736700    0.31083500    2.13854000    0.07630000    0.22860000   10.00000000
    0.17290000    0.22000300    0.31405100    2.13140000    0.08030000    0.24070000   10.00000000
    0.15780000    0.20550300    0.33662700    2.13878000    0.06970000    0.22720000   10.00000000
    0.16970000    0.20812800    0.30116800    2.12975000    0.07430000    0.23100000   10.00000000
    0.17950000    0.21429600    0.28259000    2.13705000    0.08170000    0.23580000   10.00000000
    0.17750000    0.21227000    0.28342200    2.12870000    0.07820000    0.23400000   10.00000000
    0.18150000    0.25334400    0.33101800    2.10255000    0.08270000    0.27070000   10.00000000
    0.22480000    0.28875600    0.27959000    2.11305000    0.10460000    0.30870000   10.00000000
    0.18260000    0.24006500    0.30682300    2.10591000    0.08150000    0.25670000   10.00000000
    0.21080000    0.24706300    0.24126100    2.11702000    0.08660000    0.26400000   10.00000000
    0.20230000    0.24184600    0.25524900    2.10837000    0.08420000    0.25860000   10.00000000
    0.18060000    0.21522100    0.28390800    2.13141000    0.08470000    0.23790000   10.00000000
    0.17170000    0.21801500    0.31628800    2.12302000    0.08030000    0.24020000   10.00000000
    0.18150000    0.22781300    0.29241500    2.13035000    0.08530000    0.24590000   10.00000000
    0.16990000    0.21588400    0.31680600    2.13581000    0.07680000    0.23750000   10.00000000
    0.16310000    0.20279400    0.29797800    2.12872000    0.07130000    0.22020000   10.00000000
    0.17500000    0.21492600    0.29841200    2.13581000    0.07900000    0.23680000   10.00000000
    0.17520000    0.21072300    0.29303500    2.12764000    0.07540000    0.23480000   10.00000000
    0.16370000    0.20727800    0.31911700    2.13425000    0.07310000    0.22850000   10.00000000
    0.17710000    0.21741300    0.29667600    2.12592000    0.07860000    0.23920000   10.00000000
    0.15150000    0.22379100    0.37619800    2.10160000    0.06960000    0.23940000   10.00000000
    0.20520000    0.27025100    0.29637000    2.10563000    0.09310000    0.28750000   10.00000000
    0.19920000    0.22610500    0.23059600    2.11579000    0.08450000    0.24220000   10.00000000
    0.21460000    0.25098200    0.23804200    2.10863000    0.09200000    0.26750000   10.00000000
    0.17110000    0.21463400    0.31246000    2.12913000    0.08020000    0.23730000   10.00000000
    0.17740000    0.22163400    0.30593600    2.12201000    0.08300000    0.24410000   10.00000000
    0.17230000    0.21108400    0.30086800    2.12932000    0.07890000    0.23320000   10.00000000
    0.17660000    0.21631600    0.27927000    2.12761000    0.07580000    0.23290000   10.00000000
    0.18190000    0.22327100    0.27739900    2.13346000    0.07750000    0.24020000   10.00000000
    0.15510000    0.19243000    0.31864300    2.12581000    0.06590000    0.21440000   10.00000000
    0.16350000    0.20630800    0.31857400    2.13296000    0.06940000    0.22800000   10.00000000
    0.17560000    0.21187800    0.29452800    2.12482000    0.07620000    0.23600000   10.00000000
    0.11040000    0.13376800    0.32837600    2.13081000    0.04760000    0.14580000   10.00000000
    0.11700000    0.15138100    0.35435000    2.12377000    0.05040000    0.16490000   10.00000000
    0.18220000    0.21994800    0.26906900    2.10823000    0.07950000    0.23590000   10.00000000
    0.17470000    0.22187500    0.29514600    2.12631000    0.07480000    0.23870000   10.00000000
    0.16870000    0.21691300    0.30495400    2.11743000    0.07250000    0.23350000   10.00000000
    0.16130000    0.19928900    0.31139400    2.12457000    0.06850000    0.22100000   10.00000000
    0.15660000    0.19894200    0.32714500    2.13059000    0.06680000    0.22090000   10.00000000
    0.15820000    0.19745500    0.29914900    2.12715000    0.07180000    0.21320000   10.00000000
    0.11990000    0.14960500    0.35249300    2.12885000    0.05420000    0.16730000   10.00000000
    0.12570000    0.15060900    0.30884700    2.12185000    0.05470000    0.16400000   10.00000000
    0.16670000    0.23865800    0.35308000    2.09427000    0.07750000    0.25490000   10.00000000
    0.18440000    0.22245100    0.26627600    2.10800000    0.07810000    0.23780000   10.00000000
    0.20250000    0.24247000    0.25467400    2.09941000    0.08800000    0.25850000   10.00000000
    0.17730000    0.20227100    0.24948900    2.12418000    0.09180000    0.21790000   10.00000000
    0.16760000    0.22079500    0.32446000    2.11724000    0.08180000    0.23740000   10.00000000
    0.19000000    0.23690500    0.28012000    2.12561000    0.07900000    0.25420000   10.00000000
    0.20100000    0.24441600    0.26416800    2.11724000    0.08220000    0.26200000   10.00000000
    0.16660000    0.19975300    0.29670600    2.12393000    0.07030000    0.22290000   10.00000000
    0.15900000    0.20581100    0.33534300    2.11637000    0.06630000    0.22870000   10.00000000
    0.17630000    0.21425700    0.29767200    2.12340000    0.07370000    0.23870000   10.00000000
    0.14820000    0.18850000    0.33459400    2.11505000    0.06570000    0.20990000   10.00000000
    0.18540000    0.25830500    0.33066300    2.09443000    0.08590000    0.27440000   10.00000000
    0.16120000    0.23299900    0.36109700    2.09355000    0.07570000    0.24840000   10.00000000
    0.15840000    0.22361300    0.34815100    2.10000000    0.07350000    0.23930000   10.00000000
    0.13960000    0.20535500    0.37953300    2.09290000    0.06300000    0.22030000   10.00000000
    0.20870000    0.26504300    0.28352000    2.10673000    0.08550000    0.28360000   10.00000000
    0.19340000    0.22892200    0.25341000    2.09911000    0.07900000    0.24550000   10.00000000
    0.17600000    0.22169800    0.29810700    2.11619000    0.08550000    0.23850000   10.00000000
    0.18810000    0.22798900    0.26774500    2.11619000    0.07870000    0.24500000   10.00000000
    0.18630000    0.22133900    0.28024600    2.12208000    0.07770000    0.24510000   10.00000000
    0.16800000    0.21341900    0.30254400    2.11505000    0.07430000    0.22980000   10.00000000
    0.16280000    0.20037100    0.31037900    2.12099000    0.07130000    0.22400000   10.00000000
